iter	Logloss
805	0.1526376573
806	0.1525760178
807	0.152491247
808	0.1524463662
809	0.1523840749
810	0.1523595986
811	0.1523098659
812	0.1522518784
813	0.1522223243
814	0.1521833346
815	0.1521334757
816	0.1521000059
817	0.1520365225
818	0.151973403
819	0.1519174508
820	0.1518827286
821	0.151844211
822	0.1517845244
823	0.1517591438
824	0.1517372568
825	0.1516451332
826	0.1515596598
827	0.1514883585
828	0.1514465706
829	0.1514142803
830	0.1513599157
831	0.1513063797
832	0.1512502483
833	0.1512028658
834	0.1510989994
835	0.1510534552
836	0.151016521
837	0.1510093855
838	0.1509784815
839	0.1509392385
840	0.1509053275
841	0.1508483738
842	0.1507050027
843	0.1506403656
844	0.150581095
845	0.1505435466
846	0.1505134595
847	0.1504784552
848	0.1504143529
849	0.1503527531
850	0.15026801
851	0.1501936257
852	0.1501273601
853	0.1500645916
854	0.1500242917
855	0.1499881413
856	0.1499520925
857	0.1498621019
858	0.1498157582
859	0.1497772638
860	0.1497268887
861	0.149635561
862	0.1495801437
863	0.1495016753
864	0.1494484492
865	0.1493824909
866	0.1492418797
867	0.1491902208
868	0.1491392959
869	0.1490883359
870	0.1490238684
871	0.1490146025
872	0.1489778637
873	0.1489242961
874	0.1487895773
875	0.1487557834
876	0.1487095409
877	0.1486573119
878	0.1485988867
879	0.1485626962
880	0.1485226495
881	0.1484067827
882	0.1483748611
883	0.148348914
884	0.1482987541
885	0.1482362738
886	0.1481733428
887	0.1480728182
888	0.1480429194
889	0.1480111344
890	0.1479666448
891	0.1479018514
892	0.147896492
893	0.147843796
894	0.1477640975
895	0.1477499619
896	0.1476899625
897	0.1476849328
898	0.1476289253
899	0.1475213663
900	0.1474500099
901	0.1474159039
902	0.1473798035
903	0.1473368993
904	0.1472759873
905	0.1472422998
906	0.1471991042
907	0.1471462757
908	0.1470994898
909	0.1470653509
910	0.1470110207
911	0.1470062616
912	0.1469622236
913	0.1469135505
914	0.1468818451
915	0.1468200276
916	0.1467941202
917	0.146768154
918	0.1467291532
919	0.1466838215
920	0.1466510895
921	0.1465761537
922	0.1465069573
923	0.1464310468
924	0.1463730956
925	0.1462670349
926	0.1462220033
927	0.1461624506
928	0.1460899223
929	0.1460022575
930	0.1459808923
931	0.1459390733
932	0.1458852874
933	0.1458454896
934	0.1457964059
935	0.1457058657
936	0.1456645474
937	0.1456233398
938	0.14557845
939	0.1455357084
940	0.1454639053
941	0.1453987728
942	0.1453329995
943	0.1452620861
944	0.1452155462
945	0.1451568797
946	0.1450626621
947	0.1450181464
948	0.1449603257
949	0.1448790363
950	0.1448141447
951	0.1447842083
952	0.1447525725
953	0.1447122262
954	0.1446409245
955	0.1446212475
956	0.1445606904
957	0.1444499876
958	0.1444034547
959	0.1443755358
960	0.1443251047
961	0.144284041
962	0.1442590936
963	0.1442323462
964	0.14416666
965	0.1441073228
966	0.144057439
967	0.1440035321
968	0.1439521826
969	0.1439364194
970	0.1438869793
971	0.1437874536
972	0.1437417844
973	0.1437068404
974	0.1436628267
975	0.1436585855
976	0.1436295297
977	0.1436031088
978	0.1435751273
979	0.1435244181
980	0.1434527358
981	0.143410148
982	0.1433493094
983	0.1433176339
984	0.1432908688
985	0.1432635155
986	0.1432594859
987	0.1432030642
988	0.1431731543
989	0.1431134552
990	0.1430296294
991	0.1430092548
992	0.1429714451
993	0.1429388315
994	0.1428895978
995	0.1428256321
996	0.142748459
997	0.1427052643
998	0.1426614413
999	0.1426088814
